23.729,18.116,40.478,24.901,36.790,27.483,24.143,28.841,15.895,12.704,27.284,15.862,25.044,14.088,16.639,24.367,11.683,13.852,15.162,11.156,13.984,12.662,12.698,16.331,13.687,14.350,12.443,11.526,10.115,12.035,11.993,10.921,5.962,6.370,7.260,5.809,6.428,6.056,7.240,6.148,11.146,11.913,11.200,11.253,10.540,10.912,11.252,10.067,10.257,11.168,11.320,10.687,11.445,10.842,10.767,10.971,28.060,18.985,13.441,12.134,6.409,11.035,10.932,38.977,25.321,14.929,10.033,4.500,6.919,5.669
23.770,18.169,39.247,24.888,34.610,27.251,23.449,27.348,15.635,11.974,26.601,14.767,24.442,13.021,15.114,23.952,11.712,13.899,15.065,11.253,13.494,12.452,12.821,16.086,13.666,14.417,12.539,11.528,10.271,12.268,12.111,11.070,5.927,6.387,7.250,5.831,6.398,6.293,7.530,6.116,11.169,11.937,11.273,11.206,10.657,11.017,11.358,10.079,10.236,11.108,11.254,10.649,11.415,10.767,10.576,10.945,27.341,18.188,13.348,12.234,6.467,11.087,10.869,37.883,24.843,14.574,10.063,4.449,6.733,5.510
23.739,18.113,38.122,24.843,32.488,27.101,23.146,27.299,15.564,11.902,25.183,14.457,22.779,10.792,14.045,23.132,11.696,13.967,14.764,11.341,12.954,12.138,12.788,15.615,13.665,14.446,12.619,11.514,10.460,12.445,12.152,11.230,5.900,6.374,7.226,5.834,6.369,6.380,7.754,6.085,11.244,12.029,11.362,11.241,10.818,11.228,11.658,10.152,10.484,11.362,11.347,10.905,11.500,10.987,10.846,11.176,26.856,17.232,13.158,12.316,6.490,11.217,11.076,36.910,23.949,14.058,10.098,4.261,6.723,5.365
23.664,17.965,37.261,24.796,30.941,26.988,23.131,27.835,15.507,12.041,24.986,14.415,22.567,10.617,13.470,23.070,11.716,14.032,14.667,11.324,12.796,11.907,12.699,15.271,13.650,14.460,12.707,11.517,10.650,12.613,12.186,11.412,5.860,6.323,7.255,5.877,6.484,6.546,8.014,6.032,11.435,12.259,11.531,11.395,11.016,11.403,11.832,10.255,10.610,11.403,11.375,10.937,11.517,11.125,10.925,11.235,26.573,17.084,13.052,12.399,6.549,11.391,11.141,36.180,23.682,13.664,10.185,4.133,6.549,5.376
23.744,17.907,36.917,24.814,30.498,26.821,23.253,28.473,15.568,12.039,23.779,14.465,21.858,10.254,13.002,23.017,11.813,14.105,14.668,11.384,12.610,11.653,12.622,15.098,13.630,14.468,12.806,11.535,10.879,12.761,12.219,11.574,5.885,6.341,7.291,5.803,6.647,6.565,8.029,5.982,11.497,12.335,11.597,11.491,11.059,11.495,11.956,10.391,10.600,11.327,11.306,10.953,11.440,11.103,10.915,11.193,26.553,16.748,12.994,12.484,6.568,11.478,11.105,35.930,23.182,13.445,10.296,4.084,6.273,5.191
23.815,17.897,37.033,24.850,30.840,26.579,23.346,28.981,15.532,11.978,23.260,14.498,21.628,10.079,13.019,23.044,12.001,14.172,14.911,11.598,12.789,11.312,12.590,14.938,13.580,14.480,12.728,11.558,11.049,12.885,12.299,11.698,5.923,6.361,7.092,5.831,6.769,6.541,8.000,5.822,11.522,12.352,11.630,11.603,11.010,11.518,12.048,10.456,10.610,11.312,11.325,11.022,11.437,11.135,10.914,11.165,26.668,16.630,13.039,12.535,6.542,11.517,11.115,36.048,22.930,13.209,10.290,4.019,5.962,5.254
23.618,17.784,37.178,24.789,31.180,26.332,23.338,29.170,15.632,11.771,22.976,14.564,21.933,10.238,13.128,22.968,12.051,14.124,14.925,11.781,12.789,11.261,12.681,14.928,13.461,14.440,12.391,11.551,11.044,12.905,12.338,11.662,5.947,6.350,6.935,5.850,6.833,6.537,8.066,5.748,11.571,12.296,11.589,11.596,10.875,11.439,11.890,10.423,10.482,11.228,11.169,10.862,11.300,11.067,10.887,11.054,26.674,16.651,13.067,12.474,6.533,11.460,11.006,36.137,22.687,12.923,10.093,3.860,5.824,5.140
23.241,17.529,37.202,24.598,31.152,26.259,23.336,29.187,15.619,11.752,22.036,14.564,22.006,10.007,13.014,22.844,11.865,13.897,14.718,11.804,12.115,11.272,12.636,14.296,13.258,14.286,11.676,11.451,10.912,12.776,12.249,11.520,5.997,6.275,6.889,5.845,6.917,6.508,8.095,5.784,11.681,12.214,11.591,11.555,10.813,11.454,11.859,10.455,10.646,11.292,11.242,10.884,11.361,11.146,10.980,11.078,26.563,16.480,12.825,12.266,6.539,11.453,11.079,36.035,22.209,12.455,9.727,3.742,5.909,5.093
22.876,17.155,37.206,24.212,30.914,26.265,23.303,29.248,15.610,11.755,21.560,14.437,21.731,9.767,12.912,22.266,11.607,13.563,14.569,11.673,11.566,11.206,12.487,13.663,12.929,13.948,10.737,11.197,10.703,12.425,11.931,11.298,5.953,6.126,6.877,5.726,6.860,6.484,7.930,5.707,11.551,12.076,11.462,11.398,10.567,11.324,11.649,10.219,9.899,10.550,10.354,10.355,10.545,10.371,10.361,10.467,26.397,16.255,12.542,11.896,6.458,11.281,10.363,35.804,21.955,12.213,9.253,3.640,5.925,4.722
22.741,17.106,37.232,23.796,30.775,26.156,23.141,29.490,15.618,11.684,21.433,14.384,21.697,9.741,12.869,21.855,11.360,13.209,14.203,11.521,10.759,10.988,12.228,13.144,12.568,13.492,10.058,10.892,10.543,12.043,11.540,11.109,5.891,5.943,6.796,5.670,6.797,6.501,7.890,5.681,10.953,11.691,10.774,10.948,9.821,10.720,10.941,9.404,9.515,10.184,9.756,10.002,10.042,9.841,9.723,9.915,26.305,16.160,12.177,11.531,6.396,10.656,9.872,35.560,21.718,11.920,8.803,3.626,5.720,4.532
